time	H2	O2	H2O	OH	H	HO2	O	N2
67800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
68900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
69900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
70900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
71900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
72900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
73900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
74900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
75900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
76900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
77900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
78900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
79900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
80900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
81900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
82900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
83900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
84900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
85900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
86900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
87900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
88900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
89900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
90900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
91900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
92900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
93900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
94900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
95900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
96900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
97900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
98900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
99900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
